               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  10,            0.027037,           0.0088887,           0.0078505,             0.88902,             0.83934,             0.92476,             0.81151,            0.012355,           0.0028128,           0.0040112,            0.009406,            0.009406,            0.009406
                  11,             0.02623,           0.0088627,           0.0088765,             0.89123,             0.96751,             0.95781,              0.8462,            0.010868,           0.0028068,           0.0031446,             0.00934,             0.00934,             0.00934
                  12,            0.025563,           0.0089358,           0.0074911,             0.89852,             0.95681,             0.97178,             0.80968,            0.014315,           0.0031763,           0.0043144,            0.009274,            0.009274,            0.009274
                  13,             0.02539,           0.0087241,           0.0077979,             0.94972,             0.96125,             0.97954,             0.84287,            0.010843,           0.0028159,           0.0041347,            0.009208,            0.009208,            0.009208
                  14,            0.024361,           0.0084288,           0.0083527,             0.84842,             0.90732,             0.97533,             0.86845,            0.010535,           0.0025846,           0.0041281,            0.009142,            0.009142,            0.009142
                  15,            0.023377,           0.0083345,           0.0073194,             0.91068,             0.89979,             0.96712,              0.9011,            0.010227,           0.0031623,           0.0033409,            0.009076,            0.009076,            0.009076
                  16,            0.023597,           0.0080911,           0.0075876,             0.86997,              0.9295,             0.95322,              0.8941,            0.010493,           0.0030156,           0.0030217,             0.00901,             0.00901,             0.00901
                  17,            0.023528,           0.0082143,           0.0081079,             0.91763,             0.96544,             0.97007,             0.84462,            0.011118,           0.0028941,           0.0028704,            0.008944,            0.008944,            0.008944
                  18,            0.023305,            0.008053,           0.0069969,             0.95728,             0.98204,             0.99172,             0.92659,           0.0099901,           0.0025963,           0.0017635,            0.008878,            0.008878,            0.008878
                  19,            0.023379,           0.0080671,            0.006851,             0.91501,             0.95945,             0.99053,             0.94976,           0.0090045,           0.0025263,           0.0019682,            0.008812,            0.008812,            0.008812
                  20,            0.022823,           0.0076463,           0.0059511,             0.95634,               0.892,             0.96071,              0.9269,           0.0090988,           0.0026219,           0.0025172,            0.008746,            0.008746,            0.008746
                  21,            0.022302,           0.0078189,            0.006613,             0.96279,              0.8801,             0.96368,             0.91428,           0.0078402,           0.0023303,           0.0023066,             0.00868,             0.00868,             0.00868
                  22,            0.022189,            0.007636,           0.0057865,             0.97804,             0.92422,             0.98501,             0.92176,           0.0095745,           0.0025666,           0.0014619,            0.008614,            0.008614,            0.008614
                  23,            0.022598,            0.007619,           0.0065216,             0.96805,             0.95156,              0.9911,             0.95663,            0.010324,           0.0023391,           0.0012561,            0.008548,            0.008548,            0.008548
                  24,            0.021783,           0.0077905,           0.0057777,             0.98531,             0.97064,             0.99202,             0.93362,           0.0080377,           0.0026526,           0.0018468,            0.008482,            0.008482,            0.008482
                  25,            0.021409,           0.0076876,           0.0052295,             0.92862,             0.94057,             0.98108,             0.94643,           0.0072853,           0.0027237,           0.0026221,            0.008416,            0.008416,            0.008416
                  26,            0.021065,           0.0077366,           0.0062819,             0.97004,             0.91204,             0.98702,             0.93749,           0.0076717,           0.0025384,           0.0019511,             0.00835,             0.00835,             0.00835
                  27,            0.020314,           0.0074057,           0.0057399,             0.96773,             0.90861,             0.98525,             0.92594,           0.0068623,           0.0026558,           0.0022815,            0.008284,            0.008284,            0.008284
                  28,            0.020338,           0.0074471,           0.0052997,              0.8889,             0.88506,             0.96766,             0.92108,           0.0074763,           0.0026399,           0.0030263,            0.008218,            0.008218,            0.008218
                  29,            0.020166,           0.0074032,           0.0060899,             0.91174,             0.91217,             0.98824,             0.93867,           0.0095421,           0.0025501,           0.0022399,            0.008152,            0.008152,            0.008152
                  30,            0.019863,           0.0073517,           0.0058858,             0.95012,             0.99384,             0.98541,             0.94315,           0.0071813,           0.0025763,           0.0011632,            0.008086,            0.008086,            0.008086
                  31,            0.020266,           0.0072755,            0.004763,             0.92328,             0.96212,              0.9873,             0.93273,           0.0072144,           0.0023284,           0.0029407,             0.00802,             0.00802,             0.00802
                  32,            0.019668,           0.0071575,           0.0051166,             0.97423,             0.99573,             0.99443,             0.96692,           0.0073397,           0.0025254,          0.00091784,            0.007954,            0.007954,            0.007954
                  33,             0.01874,           0.0068309,           0.0048532,             0.96249,             0.96287,             0.99017,             0.96476,             0.00744,           0.0024416,          0.00091984,            0.007888,            0.007888,            0.007888
                  34,            0.020043,           0.0072662,           0.0053153,             0.98218,             0.99252,             0.99458,             0.96321,           0.0064566,           0.0023096,          0.00084259,            0.007822,            0.007822,            0.007822
                  35,            0.018932,            0.006978,           0.0049454,             0.92303,             0.97672,             0.99227,             0.95694,           0.0067663,           0.0027427,           0.0016349,            0.007756,            0.007756,            0.007756
                  36,            0.019795,           0.0070921,           0.0052898,             0.97618,                   1,             0.99477,             0.94091,           0.0069808,           0.0022804,           0.0011723,             0.00769,             0.00769,             0.00769
                  37,            0.018926,           0.0070242,           0.0048138,             0.94342,             0.95658,             0.98534,             0.96722,           0.0063047,           0.0025218,             0.00234,            0.007624,            0.007624,            0.007624
                  38,            0.018296,           0.0069403,           0.0042917,             0.99381,             0.98616,             0.99481,             0.95465,           0.0064252,           0.0026915,          0.00071453,            0.007558,            0.007558,            0.007558
                  39,            0.018214,            0.007034,           0.0044483,             0.99042,             0.98588,             0.99491,             0.97445,           0.0067522,           0.0023255,          0.00062263,            0.007492,            0.007492,            0.007492
                  40,            0.018836,           0.0068636,           0.0042267,             0.99067,             0.99334,             0.99422,             0.96544,           0.0062242,           0.0024501,             0.00149,            0.007426,            0.007426,            0.007426
                  41,            0.018438,           0.0067918,           0.0044916,             0.97306,             0.92151,             0.98125,             0.96096,           0.0057618,           0.0025391,           0.0018103,             0.00736,             0.00736,             0.00736
                  42,            0.018015,           0.0068705,           0.0040546,             0.98192,             0.96205,             0.98959,             0.97719,           0.0052485,           0.0024643,           0.0010667,            0.007294,            0.007294,            0.007294
                  43,            0.017995,           0.0066647,           0.0042371,              0.9706,             0.99533,             0.99379,             0.97346,           0.0063521,           0.0026229,          0.00092224,            0.007228,            0.007228,            0.007228
                  44,            0.018132,           0.0066582,           0.0048133,             0.96556,             0.92784,             0.96868,             0.93029,           0.0061374,           0.0022892,           0.0017006,            0.007162,            0.007162,            0.007162
                  45,            0.017959,           0.0068592,           0.0043019,             0.97351,             0.98938,             0.99496,             0.97192,           0.0056484,           0.0028258,          0.00094226,            0.007096,            0.007096,            0.007096
                  46,            0.018015,           0.0066492,           0.0041792,             0.97178,             0.93537,             0.97891,             0.96011,           0.0060628,           0.0024157,           0.0015135,             0.00703,             0.00703,             0.00703
                  47,            0.017434,            0.006469,           0.0036462,             0.97156,             0.92746,             0.98289,             0.97145,           0.0052772,           0.0024306,            0.001241,            0.006964,            0.006964,            0.006964
                  48,             0.01762,           0.0067869,           0.0042554,             0.94784,             0.99561,             0.99188,             0.97838,           0.0056617,            0.002325,          0.00083642,            0.006898,            0.006898,            0.006898
                  49,            0.017257,           0.0067688,           0.0046511,             0.97762,             0.98186,             0.99446,              0.9689,           0.0056545,           0.0024974,          0.00073152,            0.006832,            0.006832,            0.006832
                  50,             0.01705,           0.0065415,           0.0042756,              0.9603,             0.91729,             0.96723,             0.94549,           0.0055156,            0.002682,          0.00096278,            0.006766,            0.006766,            0.006766
                  51,            0.016784,           0.0067314,           0.0041887,              0.9661,             0.98678,             0.99292,             0.97346,           0.0054078,           0.0024493,          0.00075022,              0.0067,              0.0067,              0.0067
                  52,            0.017974,           0.0066502,           0.0041304,             0.97675,             0.97678,              0.9918,             0.97704,           0.0049415,           0.0024303,          0.00088875,            0.006634,            0.006634,            0.006634
                  53,            0.016806,           0.0064434,           0.0041254,             0.93707,             0.98843,             0.98652,             0.96568,           0.0055273,           0.0025942,           0.0025994,            0.006568,            0.006568,            0.006568
                  54,             0.01768,           0.0065244,           0.0044446,             0.94457,              0.9951,             0.99436,             0.98052,           0.0058498,           0.0026382,           0.0016923,            0.006502,            0.006502,            0.006502
                  55,            0.016994,           0.0065197,           0.0038096,             0.96455,             0.94615,             0.97448,             0.96473,           0.0054734,           0.0025336,           0.0014576,            0.006436,            0.006436,            0.006436
                  56,            0.016957,           0.0064182,           0.0037067,             0.97391,             0.98872,             0.99438,             0.98359,           0.0048922,           0.0025105,          0.00077718,             0.00637,             0.00637,             0.00637
                  57,            0.016707,           0.0062581,           0.0034073,             0.98324,             0.99492,             0.99496,             0.98276,           0.0060221,           0.0024184,          0.00059448,            0.006304,            0.006304,            0.006304
                  58,            0.016242,           0.0063902,           0.0035216,             0.94897,             0.97117,             0.99167,             0.97943,           0.0050312,           0.0025083,           0.0014354,            0.006238,            0.006238,            0.006238
                  59,            0.016354,           0.0063191,           0.0035317,             0.95603,             0.98456,             0.99378,             0.98061,           0.0055576,           0.0024448,           0.0012317,            0.006172,            0.006172,            0.006172
                  60,            0.016395,           0.0065009,           0.0039583,             0.98867,             0.98736,             0.99486,             0.98244,           0.0049916,           0.0025124,           0.0006287,            0.006106,            0.006106,            0.006106
                  61,             0.01631,           0.0062585,           0.0037241,             0.97247,             0.99698,             0.99495,             0.98455,           0.0050349,           0.0023717,          0.00080725,             0.00604,             0.00604,             0.00604
                  62,            0.016499,           0.0064536,           0.0040465,             0.98529,             0.99324,             0.99476,             0.98314,           0.0047988,           0.0024419,           0.0012514,            0.005974,            0.005974,            0.005974
                  63,            0.016288,           0.0063236,           0.0034787,             0.95371,              0.9858,             0.99425,             0.98504,           0.0046812,           0.0025954,          0.00099817,            0.005908,            0.005908,            0.005908
                  64,            0.015321,            0.006354,           0.0034299,             0.96996,             0.99011,             0.99429,             0.98989,           0.0045691,           0.0023311,          0.00091442,            0.005842,            0.005842,            0.005842
                  65,            0.015871,           0.0061665,           0.0030828,             0.91682,             0.96232,              0.9795,             0.97332,           0.0053045,           0.0025976,           0.0016434,            0.005776,            0.005776,            0.005776
                  66,            0.016218,           0.0062994,           0.0035699,             0.97714,             0.97369,             0.99018,             0.98287,           0.0045845,           0.0022789,          0.00099991,             0.00571,             0.00571,             0.00571
                  67,            0.015452,           0.0060892,             0.00309,             0.98326,             0.99361,             0.99461,             0.98782,           0.0044457,           0.0025601,          0.00065834,            0.005644,            0.005644,            0.005644
                  68,             0.01512,           0.0061058,           0.0029327,             0.97633,             0.98727,               0.995,             0.98928,            0.004106,           0.0025365,          0.00061512,            0.005578,            0.005578,            0.005578
                  69,            0.015855,           0.0060383,           0.0033307,             0.99281,             0.97289,             0.99491,             0.98218,           0.0048803,           0.0022799,          0.00077941,            0.005512,            0.005512,            0.005512
                  70,            0.015387,           0.0058336,           0.0031487,             0.98009,                   1,             0.99465,             0.98434,           0.0046488,           0.0024439,          0.00069656,            0.005446,            0.005446,            0.005446
                  71,            0.015399,           0.0058958,           0.0032927,             0.95694,             0.96202,             0.97248,              0.9652,           0.0046071,           0.0024949,           0.0016641,             0.00538,             0.00538,             0.00538
                  72,            0.015089,           0.0058876,           0.0030634,             0.99287,             0.99336,             0.99491,             0.98908,            0.004286,           0.0024323,          0.00047404,            0.005314,            0.005314,            0.005314
                  73,            0.014969,           0.0059447,           0.0034942,             0.98067,               0.944,             0.98631,             0.97477,           0.0050637,           0.0026593,           0.0013053,            0.005248,            0.005248,            0.005248
                  74,            0.015336,           0.0058153,           0.0035268,             0.94676,              0.9814,             0.99193,             0.98363,           0.0041342,           0.0023182,           0.0011282,            0.005182,            0.005182,            0.005182
                  75,            0.014832,            0.005818,           0.0027858,             0.96926,             0.96326,             0.99068,             0.98376,           0.0041683,           0.0024673,           0.0011973,            0.005116,            0.005116,            0.005116
                  76,            0.015034,           0.0059661,            0.003256,             0.96535,             0.96751,             0.99415,             0.98507,           0.0046136,           0.0026483,           0.0016281,             0.00505,             0.00505,             0.00505
                  77,            0.015494,           0.0058959,           0.0029524,             0.97772,             0.93071,             0.95708,             0.94892,           0.0043121,           0.0024189,           0.0012931,            0.004984,            0.004984,            0.004984
                  78,            0.014344,            0.005935,             0.00325,             0.98496,               0.927,             0.98628,             0.98026,            0.004509,           0.0026617,           0.0010243,            0.004918,            0.004918,            0.004918
                  79,            0.014635,           0.0059748,           0.0033499,             0.99673,                   1,               0.995,             0.98494,           0.0041577,           0.0024155,          0.00039128,            0.004852,            0.004852,            0.004852
                  80,            0.014343,           0.0056959,           0.0032384,             0.98875,             0.99248,             0.99472,             0.98859,           0.0039318,           0.0024433,          0.00089764,            0.004786,            0.004786,            0.004786
                  81,            0.014772,            0.005788,           0.0024075,             0.95374,             0.98104,              0.9934,              0.9879,           0.0044241,           0.0022413,           0.0016978,             0.00472,             0.00472,             0.00472
                  82,            0.014572,           0.0058887,            0.002827,             0.97388,             0.97108,             0.99323,             0.98298,           0.0039158,           0.0024655,           0.0010229,            0.004654,            0.004654,            0.004654
                  83,             0.01404,           0.0057397,           0.0032279,             0.96164,             0.94617,              0.9946,             0.98881,            0.003834,           0.0024454,          0.00071759,            0.004588,            0.004588,            0.004588
                  84,            0.014545,           0.0059429,           0.0030162,             0.97407,             0.98943,             0.99452,             0.98817,           0.0038162,           0.0024331,           0.0012784,            0.004522,            0.004522,            0.004522
                  85,            0.014135,           0.0057753,           0.0023612,             0.97383,              0.9914,             0.99453,              0.9847,           0.0041862,           0.0024998,           0.0014703,            0.004456,            0.004456,            0.004456
                  86,            0.014031,           0.0057929,           0.0029776,             0.95996,             0.99885,             0.99431,             0.98834,           0.0035618,           0.0024303,           0.0019102,             0.00439,             0.00439,             0.00439
                  87,            0.013989,           0.0055089,           0.0030429,             0.98263,              0.9969,             0.99491,             0.99202,           0.0039842,           0.0023224,          0.00072031,            0.004324,            0.004324,            0.004324
                  88,             0.01423,           0.0056087,           0.0029124,             0.99002,             0.99857,             0.99496,             0.98881,           0.0041778,           0.0026374,          0.00060194,            0.004258,            0.004258,            0.004258
                  89,            0.013687,           0.0056336,           0.0027524,             0.98196,              0.9922,             0.99496,             0.98731,           0.0040369,            0.002274,            0.001189,            0.004192,            0.004192,            0.004192
                  90,            0.013829,           0.0056915,           0.0034344,             0.96379,             0.96743,             0.99249,             0.98745,           0.0036748,           0.0023977,           0.0011345,            0.004126,            0.004126,            0.004126
                  91,            0.013809,           0.0056781,           0.0027537,             0.97912,             0.97448,             0.98896,             0.98082,           0.0038463,           0.0023923,          0.00079148,             0.00406,             0.00406,             0.00406
                  92,             0.01343,           0.0056579,           0.0029316,             0.98351,                   1,             0.99478,             0.98786,           0.0038559,           0.0024175,          0.00042202,            0.003994,            0.003994,            0.003994
                  93,             0.01403,           0.0055919,            0.002469,             0.94732,             0.90894,             0.93512,             0.91172,           0.0038419,           0.0030231,           0.0013401,            0.003928,            0.003928,            0.003928
                  94,            0.014014,           0.0055133,            0.002516,             0.96707,             0.91965,             0.95699,             0.94392,           0.0036883,           0.0022548,           0.0019504,            0.003862,            0.003862,            0.003862
                  95,            0.013272,           0.0055883,           0.0026274,             0.99426,             0.98862,               0.995,             0.99122,           0.0037896,           0.0024703,          0.00037604,            0.003796,            0.003796,            0.003796
                  96,            0.013142,           0.0054201,           0.0024855,             0.96427,             0.96671,             0.99288,             0.98895,           0.0034993,           0.0022528,          0.00093269,             0.00373,             0.00373,             0.00373
                  97,            0.013672,           0.0054094,           0.0025423,             0.97946,             0.97431,              0.9896,             0.98576,            0.003634,           0.0025046,          0.00077385,            0.003664,            0.003664,            0.003664
                  98,            0.013429,           0.0054329,           0.0025277,             0.96622,             0.99174,             0.99448,             0.98894,           0.0033633,           0.0025604,          0.00065296,            0.003598,            0.003598,            0.003598
                  99,            0.013159,           0.0053838,           0.0021391,             0.95723,             0.98145,             0.99303,             0.98741,           0.0034632,           0.0024003,           0.0009226,            0.003532,            0.003532,            0.003532
                 100,            0.012627,           0.0053447,           0.0019524,             0.96246,              0.9748,             0.99361,             0.98191,           0.0034347,           0.0023826,           0.0007811,            0.003466,            0.003466,            0.003466
                 101,            0.012569,           0.0053208,           0.0020977,             0.98001,              0.9993,             0.99465,             0.98599,           0.0034677,           0.0023428,          0.00051957,              0.0034,              0.0034,              0.0034
                 102,            0.013173,           0.0054538,           0.0026273,             0.97892,                   1,             0.99483,             0.98943,           0.0033529,           0.0024099,          0.00038309,            0.003334,            0.003334,            0.003334
                 103,            0.012618,            0.005194,           0.0028712,             0.97904,             0.99409,             0.99248,             0.98758,           0.0034104,           0.0024346,          0.00071459,            0.003268,            0.003268,            0.003268
                 104,            0.012711,           0.0051821,           0.0021001,             0.99665,                   1,               0.995,              0.9917,           0.0031396,           0.0022445,          0.00022035,            0.003202,            0.003202,            0.003202
                 105,            0.012589,           0.0053592,           0.0021042,             0.97288,             0.99237,             0.99395,             0.98975,           0.0032652,           0.0023796,          0.00067083,            0.003136,            0.003136,            0.003136
                 106,             0.01252,           0.0052157,           0.0020577,             0.98371,                   1,               0.995,             0.99159,           0.0032046,           0.0022229,          0.00065599,             0.00307,             0.00307,             0.00307
                 107,            0.012643,           0.0054683,           0.0021737,              0.9944,             0.99899,               0.995,             0.99077,           0.0034203,           0.0024725,          0.00018116,            0.003004,            0.003004,            0.003004
                 108,            0.012258,           0.0051458,           0.0022583,             0.96888,             0.99144,             0.99231,             0.98913,           0.0033405,           0.0025139,          0.00087541,            0.002938,            0.002938,            0.002938
                 109,            0.012171,           0.0052478,           0.0021894,             0.97742,                   1,             0.99479,             0.99297,           0.0032863,           0.0022897,          0.00041278,            0.002872,            0.002872,            0.002872
                 110,            0.012432,           0.0052292,           0.0023269,             0.97669,              0.9957,             0.99465,             0.99251,           0.0029832,           0.0023805,          0.00060434,            0.002806,            0.002806,            0.002806
                 111,            0.012469,           0.0052972,           0.0021055,             0.97678,             0.95127,             0.98792,              0.9826,           0.0030887,           0.0024772,          0.00097442,             0.00274,             0.00274,             0.00274
                 112,            0.011919,           0.0050047,           0.0020263,             0.98637,             0.99864,             0.99487,               0.992,           0.0033081,           0.0024123,          0.00034943,            0.002674,            0.002674,            0.002674
                 113,            0.012115,           0.0052752,           0.0021856,             0.98131,             0.98966,             0.99474,              0.9921,           0.0029282,            0.002255,          0.00047284,            0.002608,            0.002608,            0.002608
                 114,            0.011978,           0.0053409,           0.0019315,             0.98959,             0.99888,             0.99496,              0.9918,           0.0031118,           0.0023936,          0.00037685,            0.002542,            0.002542,            0.002542
                 115,            0.011799,           0.0051375,           0.0024746,             0.97633,               0.989,              0.9922,              0.9888,           0.0029643,           0.0023578,          0.00093029,            0.002476,            0.002476,            0.002476
                 116,             0.01209,           0.0050119,           0.0020541,             0.98456,              0.9983,              0.9947,             0.99202,           0.0032989,           0.0024683,          0.00048222,             0.00241,             0.00241,             0.00241
                 117,            0.012058,               0.005,           0.0017162,             0.99801,             0.99858,               0.995,             0.99277,           0.0028156,            0.002409,          0.00012963,            0.002344,            0.002344,            0.002344
                 118,            0.012045,           0.0050184,           0.0023836,             0.95181,             0.95294,             0.99414,             0.99252,            0.003203,           0.0024002,           0.0010741,            0.002278,            0.002278,            0.002278
                 119,            0.011357,           0.0051096,           0.0020446,             0.97202,             0.99674,              0.9947,             0.99168,           0.0029365,           0.0025427,           0.0006572,            0.002212,            0.002212,            0.002212
                 120,            0.011239,           0.0050568,           0.0016837,             0.98001,             0.99758,             0.99474,             0.99053,           0.0028237,            0.002494,          0.00044145,            0.002146,            0.002146,            0.002146
                 121,            0.011657,           0.0049801,           0.0019888,             0.97194,               0.993,             0.99465,             0.99209,           0.0027095,           0.0025691,          0.00060135,             0.00208,             0.00208,             0.00208
                 122,            0.010963,           0.0049304,           0.0019682,             0.99629,             0.99928,               0.995,             0.99195,           0.0026023,           0.0027132,           0.0001026,            0.002014,            0.002014,            0.002014
                 123,            0.011677,           0.0050856,           0.0018127,             0.99414,                   1,               0.995,             0.99276,           0.0026314,           0.0024839,          0.00015153,            0.001948,            0.001948,            0.001948
                 124,             0.01102,           0.0049208,           0.0015165,             0.97812,             0.96501,               0.992,             0.98951,            0.002547,           0.0025095,          0.00080864,            0.001882,            0.001882,            0.001882
                 125,            0.011354,           0.0050478,           0.0017369,             0.96895,             0.99027,             0.99389,             0.99176,            0.002755,           0.0025048,          0.00071848,            0.001816,            0.001816,            0.001816
                 126,            0.010774,           0.0049818,           0.0016066,             0.99127,             0.99889,             0.99496,             0.99328,           0.0027396,           0.0025863,          0.00019376,             0.00175,             0.00175,             0.00175
                 127,            0.010761,           0.0048307,           0.0017055,             0.97996,             0.97172,             0.98984,             0.98818,           0.0025286,           0.0024838,          0.00076864,            0.001684,            0.001684,            0.001684
                 128,            0.011167,           0.0050208,           0.0017065,             0.98477,               0.947,             0.97997,             0.97804,           0.0024675,            0.002555,           0.0010865,            0.001618,            0.001618,            0.001618
                 129,            0.010721,           0.0048226,           0.0017959,             0.98099,             0.97073,             0.99453,             0.99264,           0.0026311,           0.0024026,          0.00063893,            0.001552,            0.001552,            0.001552
                 130,            0.011207,           0.0049255,              0.0021,             0.97067,              0.9757,             0.99457,             0.99222,           0.0025262,           0.0024493,          0.00064978,            0.001486,            0.001486,            0.001486
                 131,             0.01083,           0.0047598,           0.0014903,             0.97243,             0.97053,             0.99297,              0.9909,            0.002489,           0.0025546,          0.00072759,             0.00142,             0.00142,             0.00142
                 132,            0.010638,            0.004795,           0.0021121,             0.97518,                   1,             0.99491,             0.99078,           0.0026748,           0.0025301,          0.00037411,            0.001354,            0.001354,            0.001354
                 133,            0.010783,           0.0048904,           0.0018999,             0.96549,             0.99763,              0.9944,             0.99233,           0.0024453,            0.002511,          0.00086384,            0.001288,            0.001288,            0.001288
                 134,            0.010349,           0.0047264,             0.00169,             0.97179,             0.97118,             0.99435,             0.99196,            0.002539,           0.0025524,          0.00095107,            0.001222,            0.001222,            0.001222
                 135,            0.010337,           0.0046935,           0.0014833,             0.97735,             0.99944,             0.99491,             0.99278,           0.0025926,           0.0025827,          0.00041144,            0.001156,            0.001156,            0.001156
                 136,            0.010619,           0.0048683,           0.0016406,             0.97551,                   1,             0.99474,             0.99338,           0.0023829,           0.0025069,          0.00050032,             0.00109,             0.00109,             0.00109
                 137,             0.01014,           0.0047001,           0.0017526,             0.97838,                   1,               0.995,             0.99311,           0.0025597,           0.0025282,          0.00034693,            0.001024,            0.001024,            0.001024
                 138,            0.010118,           0.0045806,           0.0013309,             0.97979,             0.99836,             0.99478,             0.99349,           0.0023522,           0.0024547,          0.00046787,            0.000958,            0.000958,            0.000958
                 139,            0.010178,           0.0046023,           0.0016826,             0.97506,             0.97619,             0.99239,             0.99132,           0.0023246,           0.0025147,          0.00074254,            0.000892,            0.000892,            0.000892
                 140,            0.010452,           0.0046849,           0.0016286,             0.98895,             0.97619,             0.99297,             0.99196,           0.0023694,           0.0025224,          0.00045574,            0.000826,            0.000826,            0.000826
                 141,            0.010155,           0.0046096,           0.0014494,             0.98379,             0.99608,             0.99478,             0.99375,           0.0023373,            0.002494,          0.00033943,             0.00076,             0.00076,             0.00076
                 142,           0.0095343,           0.0046444,           0.0013781,             0.97879,             0.99668,             0.99474,             0.99345,           0.0023082,            0.002485,          0.00047932,            0.000694,            0.000694,            0.000694
                 143,           0.0098468,            0.004579,           0.0013778,             0.97562,              0.9906,             0.99417,             0.99242,           0.0022586,           0.0025177,          0.00057565,            0.000628,            0.000628,            0.000628
                 144,           0.0099672,           0.0045996,           0.0017287,             0.97634,             0.98906,             0.99382,             0.99275,           0.0023632,           0.0025014,          0.00060241,            0.000562,            0.000562,            0.000562
                 145,           0.0094424,           0.0046176,           0.0016423,             0.97559,             0.98676,             0.99285,             0.99179,           0.0023496,           0.0025399,          0.00071668,            0.000496,            0.000496,            0.000496
                 146,            0.010149,           0.0046987,           0.0016635,             0.97474,             0.96841,              0.9886,             0.98709,           0.0024712,             0.00264,          0.00095897,             0.00043,             0.00043,             0.00043
                 147,           0.0098154,           0.0045626,           0.0013493,             0.96345,             0.96349,             0.98685,              0.9861,           0.0024167,           0.0025569,           0.0011197,            0.000364,            0.000364,            0.000364
                 148,           0.0097806,           0.0045226,           0.0012692,             0.97569,             0.97006,              0.9891,             0.98806,           0.0025366,           0.0025247,           0.0009253,            0.000298,            0.000298,            0.000298
                 149,           0.0096801,           0.0045817,           0.0014933,             0.97948,             0.98897,             0.99404,             0.99273,           0.0024155,           0.0025512,          0.00061788,            0.000232,            0.000232,            0.000232
